courseType,courseName,subject,academyName,city,startDate,endDate,eduCost,regDeadline,courseLanguages,levelGerman,levelEnglish,courseBeginning,typeCourseDate,costPosition,tuitionFees,isElearning,preparationForDegree,prepForSubjectGroups,applicationDeadline,onlinePossible,badgeLabel,financialSupport,structuredResearch,supportInternationalStudents,typeOfElearning,courseLink
1,International Tourism Management (Cruise Business / Innovation),Business and Economics,Bremerhaven University of Applied Sciences,Bremerhaven,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p><strong>Non-EU applicants:</strong><br />
Winter semester: 30 June</p>

<p><strong>EU applicants:</strong><br />
Winter semester: 15 July</p>

<p><strong>More information:</strong><br />
<a href=""https://www.hs-bremerhaven.de/en/study/application-for-bachelor-courses"">https://www.hs-bremerhaven.de/en/study/application-for-bachelor-courses</a></p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/7839/
2,International War Studies,History,University of Potsdam,Potsdam,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p>Rolling application process, admission only for winter semester</p>",False,,,,['Welcome event | Buddy programme | Tutors | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/5365/
2,Internet of Things (IoT) and Smart Systems,Computer Science,Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Zwickau,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>EU and non-EU applicants: by 30 April for the upcoming winter semester&nbsp;(in case of vacancies by 31 May)</p>,False,,,,['Welcome event | Tutors | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation | Support with registration procedures | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/8382/
56,Introduction to Methods of Translation,Translation and Interpretation,Internationale Hochschule SDI München/International University SDI München,München,['2024-07-01'],['2024-07-26'],[660],['Not Available'],['German'],"['B2', 'C1', 'C2']",,,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/7832/
2,Iranian and Persianate Studies (MA),Other / Non-European Languages and Cultural Studies,University of Göttingen,Göttingen,[],[],[],[],"['German', 'English', 'Other teaching language']",,,"Winter semester, Summer semester",,,none,False,,,<p>An application for Iranian and Persianate Studies is continuously possible until 30 September for the winter semester and 31 April for the summer semester. Admission/rejection letters will be sent as soon as possible.</p>,False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/7642/
2,Iranian Studies: Iran in Antiquity and Late Antiquity,Other / Non-European Languages and Cultural Studies,Freie Universität Berlin,Berlin,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Summer semester: 1 December &ndash; 15 February</p>

<p>Winter semester: 24 April &ndash; 15 August</p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/9065/
1,ISMN International Ship Management – Nautical Sciences,"Transport Engineering, Nautical Science",Bremen University of Applied Sciences,Bremen,[],[],[],[],"['English', 'German']",,,Winter semester,,,none,False,,,"<p>15 July for the winter semester</p>

<p>15 January for the summer semester (It is only possible for advanced students who are studying / have studied nautical sciences or similar or who are serving on&nbsp;board a sea-going vessel&nbsp;to start the programme in the summer semester.)</p>

<p>Always check the application deadlines here: <a href=""https://www.hs-bremen.de/en/study/degree-programme/international-degree-programme-in-ship-management-nautical-sciences-bsc/"">https://www.hs-bremen.de/en/study/degree-programme/international-degree-programme-in-ship-management-nautical-sciences-bsc/</a>.</p>",False,,,,['Welcome event | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4409/
2,IT Engineering (MSc),Computer Science,Fachhochschule Wedel University of Applied Sciences,Wedel (Holstein),[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"2,370",False,,,"<p>31 August for the winter semester<br />
28 February for the summer semester</p>",False,,,,['Welcome event | Buddy programme | Tutors | Accompanying programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4632/
2,IT Security (MA),Computer Science,Universität zu Lübeck,Lübeck,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<ul>
	<li>Winter semester: 15 July</li>
	<li>Summer semester: 15 January</li>
</ul>",False,,,,['Welcome event | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/9072/
56,IWU: Environmental Engineering – Renewable Energy Sources | International Winter University,Engineering in general,University of Kassel,Kassel,['2023-12-29'],['2024-01-18'],[2390],['Not Available'],['English'],,"['B2', 'C1', 'C2']",,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/5481/
56,IWU: German Cultural Studies | International Winter University,Languages and Cultural Studies in general,University of Kassel,Kassel,['2023-12-29'],['2024-01-18'],[2390],['Not Available'],['English'],,"['B2', 'C1', 'C2']",,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/5482/
7,Jade Kolleg,,Jade University of Applied Sciences Wilhelmshaven/Oldenburg/Elsfleth,Wilhelmshaven,['2024-09-18'],['2025-08-31'],['Not Available'],['2024-08-15'],['German'],,,,The date of the course has been set,,,False,['Bachelor'],['Engineering'],,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/7727/
3,Jena School for Microbial Communication (JSMC),"Mathematics, Natural Sciences in general",Friedrich Schiller University Jena,Jena,[],[],[],[],"['English', 'German']",,,Any time,,,none,False,,,"<p>For detailed information on the application procedure and deadlines, please visit: <a href=""http://www.jsmc.uni-jena.de"" target=""_blank"">http://www.jsmc.uni-jena.de</a>.</p>",True,Partly online,,True,['Welcome event | Buddy programme | Tutors | Specialist counselling | Cultural and linguistic preparation | Visa matters'],['9'],/deutschland/studienangebote/international-programmes/en/detail/4005/
3,Jena Schumpeter Center for Research on Socio-Economic Change (JSEC),"Law, Economics and Social Sciences in general",Friedrich Schiller University Jena,Jena,[],[],[],[],['English'],,,Any time,,,none,False,,,"<p>31 March, 30 September</p>",False,,,True,['Tutors | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/3982/
2,Jewish Theology,Languages and Cultural Studies in general,University of Potsdam,Potsdam,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>15 August&nbsp;for the following winter semester<br />
15 February for the following summer semester</p>",True,Partly online,,,['Welcome event | Buddy programme | Tutors | Specialist counselling | Visa matters'],['1'],/deutschland/studienangebote/international-programmes/en/detail/5304/
3,"Joint Doctor of Philosophy (PhD) in Integrated Management of Water, Soil and Waste","Land Management, Environmental Architecture",Technische Universität Dresden,Dresden,[],[],[],[],['English'],,,Any time,,,none,False,,,"<p>Please see <a href=""https://flores.unu.edu/en/education/phd-programme"" target=""_blank"">https://flores.unu.edu/en/education/phd-program</a> for current information.</p>",False,,,True,['Welcome event'],[],/deutschland/studienangebote/international-programmes/en/detail/4534/
2,Joint European Master's in Interdisciplinary Mathematics,"Mathematics, Natural Sciences in general",Hamburg University of Technology,Hamburg,[],[],[],[],['English'],,,Winter semester,,,,False,,,<p>Beginning of March</p>,False,,,,['Welcome event | Buddy programme | Tutors | Accompanying programme | Specialist counselling | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/8442/
2,Joint International Master's Programme in Sustainable Development,"Law, Economics and Social Sciences in general",Leipzig University,Leipzig,[],[],[],[],['English'],,,Winter semester,,,800,False,,,"<p><strong>15 March</strong> for the following winter semester. More information under <a href=""https://jointdegree.biobs.com/"">https://jointdegree.biobs.com/</a></p>",False,,,,['Specialist counselling | Welcome event | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4066/
2,Joint Master in Global Technology and Innovation Management & Entrepreneurship (G-TIME),Business and Economics,Hamburg University of Technology,Hamburg,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,<p>1 March</p>,False,,,,['Welcome event | Tutors | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/5317/
2,Joint Master's Programme in International Humanitarian Action (NOHA),"Law, Economics and Social Sciences in general",Ruhr-Universität Bochum,Bochum,[],[],[],[],"['English', 'French', 'Spanish']",,,Winter semester,,,,False,,,"<p><a href=""https://www.nohanet.org/masters"">https://www.nohanet.org/masters</a></p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/3849/
2,Joint Master: Transnational German Studies,"German Language and Literature (German, Germanic Languages except English)",Johannes Gutenberg University Mainz,Mainz,[],[],[],[],"['German', 'English']",,,Winter semester,,,varied,False,,,"<p>First phase: early January to late February<br />
Second phase: late February to late April<br />
Third phase: late June to mid-July</p>

<p>Please check the detailed application deadlines of Universidade do Porto: <a href=""https://sigarra.up.pt/flup/en/WEB_BASE.GERA_PAGINA?p_pagina=2249"">https://sigarra.up.pt/flup/en/WEB_BASE.GERA_PAGINA?p_pagina=2249</a></p>

<p>If the course is not filled to capacity, the application deadline will be further extended. For more information, please contact the coordinator.</p>",False,,,,['Welcome event | Buddy programme | Tutors'],[],/deutschland/studienangebote/international-programmes/en/detail/7031/
3,Joint Research Academy in Biomedical Engineering and Science of Hearing and Sensory Systems,"Mathematics, Natural Sciences in general",Carl von Ossietzky University of Oldenburg,Oldenburg,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,<p>Applications are possible at any time. Enrolment will be on 1 April or 1 October each year.</p>,True,Partly online,,True,['Tutors | Accompanying programme | Buddy programme'],"['9', '13', '10']",/deutschland/studienangebote/international-programmes/en/detail/4457/
3,Konstanz Research School Chemical Biology (KoRS-CB),Biology,University of Konstanz,Konstanz,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,<p>No deadline</p>,False,,,True,['Welcome event | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/4039/
2,Labour Policies and Globalisation,"Law, Economics and Social Sciences in general",Hochschule für Wirtschaft und Recht Berlin,Berlin,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>For applicants with foreign degrees: 15 May via uni-assist</p>

<p>For applicants with German degrees: 15 May to 1 September via University of Kassel</p>",False,,,,['Welcome event | Accompanying programme | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/3682/
2,Labour Policies and Globalisation,Social Science,University of Kassel,Kassel,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>1 April&nbsp;for preliminary screening<br />
1 July for applicants with foreign degrees via uni-assist<br />
1 September for applicants with a German degree via University of Kassel<br />
<br />
More information regarding the application process:&nbsp;<a href=""https://global-labour-university.org/studying/master-courses/kassel-university/"">https://global-labour-university.org/studying/master-courses/kassel-university/</a></p>",False,,,,['Welcome event | Tutors | Accompanying programme | Specialist counselling | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/3817/
5,Lake Constance Summer School 2024,German Language Course (including Literature and Culture Studies),University of Konstanz,Konstanz,['2024-07-31'],['2024-08-23'],[580],['2024-05-15'],['German'],"['A1', 'A2', 'B1', 'B2']",,,The date of the course has been set,,,False,,,,True,Partly online,,,,['9'],/deutschland/studienangebote/international-programmes/en/detail/6553/
2,Land Management and Geospatial Science,"Land Management, Environmental Architecture",Technical University Munich,München,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>31 May for the following winter semester</p>,False,,,,['Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/9002/
2,Landscape Ecology (LandEcol),"Agriculture, Forestry and Nutritional Sciences in general",University of Hohenheim,Stuttgart,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p>15 March for non-EU citizens<br />
15 July for EU citizens</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Visa matters'],"['1', '4', '5', '8', '9', '10', '11', '14']",/deutschland/studienangebote/international-programmes/en/detail/4711/
2,Landscape Studies and Greenspace Management,Architecture,Neubrandenburg University of Applied Sciences,Neubrandenburg,[],[],[],[],['English'],,,Summer semester,,,none,False,,,<p>30 June</p>,False,,,,['Welcome event | Buddy programme | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/4730/
2,Language Diversity,Languages and Cultural Studies in general,University of Greifswald,Greifswald,[],[],[],[],"['German', 'English', 'Russian', 'Other teaching language']",,,"Winter semester, Summer semester",,,none,False,,,"<p>15 January for the following summer semester<br />
15 July for the following winter semester</p>",True,Partly online,,,['Specialist counselling | Welcome event | Buddy programme | Tutors | Accompanying programme | Visa matters | Pick-up service'],['1'],/deutschland/studienangebote/international-programmes/en/detail/6264/
5,Language – Science Events – Intercultural Learning,German Language Course (including Literature and Culture Studies),University of Bremen,Bremen,['2024-07-29'],['2024-08-23'],[720],['2024-06-29'],['German'],"['A1', 'A2', 'B1', 'B2', 'C1']",,,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/4912/
